Category,Phecode,ICD10,Description
ICD10 Certain infectious and parasitic diseases,320,G003,Meningitis
ICD10 Certain infectious and parasitic diseases,320,B261,Meningitis
ICD10 Certain infectious and parasitic diseases,320,G02,Meningitis
ICD10 Certain infectious and parasitic diseases,320,G020,Meningitis
ICD10 Certain infectious and parasitic diseases,323,A858,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A86,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A888,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,G049,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A830,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A922,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A848,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A849,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A832,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A851,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A833,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,B020,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A89,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,G048,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A841,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A850,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A83,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A835,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,B050,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,B011,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,B262,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A852,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A85,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A84,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,G040,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,B582,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A834,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A811,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A836,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,B004,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,G051,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,B941,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,G058,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A840,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A831,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,G04,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,G05,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A838,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,A839,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,G052,Encephalitis
ICD10 Certain infectious and parasitic diseases,323,G050,Encephalitis
ICD10 Diseases of the nervous system,323.2,G373,Acute  myelitis
ICD10 Certain infectious and parasitic diseases,324,A803,Other CNS infection and poliomyelitis
ICD10 Certain infectious and parasitic diseases,324,A809,Other CNS infection and poliomyelitis
ICD10 Certain infectious and parasitic diseases,324,B91,Other CNS infection and poliomyelitis
ICD10 Certain infectious and parasitic diseases,324,A818,Other CNS infection and poliomyelitis
ICD10 Certain infectious and parasitic diseases,324,A812,Other CNS infection and poliomyelitis
ICD10 Certain infectious and parasitic diseases,324,I673,Other CNS infection and poliomyelitis
ICD10 Certain infectious and parasitic diseases,324,A801,Other CNS infection and poliomyelitis
ICD10 Certain infectious and parasitic diseases,324,A802,Other CNS infection and poliomyelitis
ICD10 Certain infectious and parasitic diseases,324,G09,Other CNS infection and poliomyelitis
ICD10 Certain infectious and parasitic diseases,324,A80,Other CNS infection and poliomyelitis
ICD10 Certain infectious and parasitic diseases,324,A804,Other CNS infection and poliomyelitis
ICD10 Certain infectious and parasitic diseases,324,A800,Other CNS infection and poliomyelitis
ICD10 Certain infectious and parasitic diseases,324,A880,Other CNS infection and poliomyelitis
ICD10 Certain infectious and parasitic diseases,324,G060,Other CNS infection and poliomyelitis
ICD10 Certain infectious and parasitic diseases,324,G07,Other CNS infection and poliomyelitis
ICD10 Certain infectious and parasitic diseases,324,G062,Other CNS infection and poliomyelitis
ICD10 Certain infectious and parasitic diseases,324,G061,Other CNS infection and poliomyelitis
ICD10 Certain infectious and parasitic diseases,324,G06,Other CNS infection and poliomyelitis
ICD10 Certain infectious and parasitic diseases,324,A81,Other CNS infection and poliomyelitis
ICD10 Certain infectious and parasitic diseases,324,A819,Other CNS infection and poliomyelitis
ICD10 Diseases of the nervous system,325,G08,Phlebitis and thrombophlebitis of intracranial venous sinuses
ICD10 Mental and behavioural disorders,327,F51,Sleep disorders
ICD10 Mental and behavioural disorders,327,F511,Sleep disorders
ICD10 Mental and behavioural disorders,327,F519,Sleep disorders
ICD10 Mental and behavioural disorders,327,G479,Sleep disorders
ICD10 Mental and behavioural disorders,327,G478,Sleep disorders
ICD10 Mental and behavioural disorders,327,G47,Sleep disorders
ICD10 Diseases of the nervous system,327.3,G473,Sleep apnea
ICD10 Diseases of the nervous system,327.41,G470,Organic or persistent insomnia
"ICD10 Endocrine, nutritional and metabolic diseases",331,E754,Other cerebral degenerations
"ICD10 Endocrine, nutritional and metabolic diseases",331,G937,Other cerebral degenerations
"ICD10 Endocrine, nutritional and metabolic diseases",331,E750,Other cerebral degenerations
"ICD10 Endocrine, nutritional and metabolic diseases",331,E751,Other cerebral degenerations
"ICD10 Endocrine, nutritional and metabolic diseases",331,G312,Other cerebral degenerations
"ICD10 Endocrine, nutritional and metabolic diseases",331,G318,Other cerebral degenerations
"ICD10 Endocrine, nutritional and metabolic diseases",331,E752,Other cerebral degenerations
"ICD10 Endocrine, nutritional and metabolic diseases",331,F842,Other cerebral degenerations
"ICD10 Endocrine, nutritional and metabolic diseases",331,G94,Other cerebral degenerations
"ICD10 Endocrine, nutritional and metabolic diseases",331,G138,Other cerebral degenerations
"ICD10 Endocrine, nutritional and metabolic diseases",331,G132,Other cerebral degenerations
ICD10 Diseases of the nervous system,331.1,G911,Hydrocephalus
ICD10 Diseases of the nervous system,331.1,G940,Hydrocephalus
ICD10 Diseases of the nervous system,331.1,G918,Hydrocephalus
ICD10 Diseases of the nervous system,331.1,G942,Hydrocephalus
ICD10 Diseases of the nervous system,331.1,G912,Hydrocephalus
ICD10 Diseases of the nervous system,331.1,G910,Hydrocephalus
ICD10 Diseases of the nervous system,331.1,G941,Hydrocephalus
ICD10 Diseases of the nervous system,331.1,G91,Hydrocephalus
ICD10 Diseases of the nervous system,331.1,G919,Hydrocephalus
ICD10 Diseases of the nervous system,331.1,G913,Hydrocephalus
ICD10 Diseases of the nervous system,331.9,G310,"Cerebral degeneration, unspecified"
ICD10 Diseases of the nervous system,331.9,G319,"Cerebral degeneration, unspecified"
ICD10 Diseases of the nervous system,332,G20,Parkinson's disease
ICD10 Diseases of the nervous system,333,G258,Extrapyramidal disease and abnormal movement disorders
ICD10 Diseases of the nervous system,333,G26,Extrapyramidal disease and abnormal movement disorders
ICD10 Diseases of the nervous system,333,G259,Extrapyramidal disease and abnormal movement disorders
ICD10 Diseases of the nervous system,333,G25,Extrapyramidal disease and abnormal movement disorders
ICD10 Diseases of the nervous system,333.1,G250,Essential tremor
ICD10 Diseases of the nervous system,333.1,G251,Essential tremor
ICD10 Diseases of the nervous system,333.1,G252,Essential tremor
ICD10 Diseases of the nervous system,333.2,G253,Myoclonus
ICD10 Diseases of the nervous system,333.4,G249,Torsion dystonia
ICD10 Diseases of the nervous system,333.4,G24,Torsion dystonia
ICD10 Diseases of the nervous system,333.4,G241,Torsion dystonia
ICD10 Diseases of the nervous system,333.4,G803,Torsion dystonia
ICD10 Diseases of the nervous system,333.4,G243,Torsion dystonia
ICD10 Diseases of the nervous system,333.4,G240,Torsion dystonia
ICD10 Diseases of the nervous system,333.4,G248,Torsion dystonia
ICD10 Diseases of the nervous system,333.4,G242,Torsion dystonia
ICD10 Diseases of the nervous system,333.4,G244,Torsion dystonia
ICD10 Diseases of the nervous system,333.4,G245,Torsion dystonia
ICD10 Diseases of the nervous system,333.8,G23,Other degenerative diseases of the basal ganglia
ICD10 Diseases of the nervous system,333.8,G232,Other degenerative diseases of the basal ganglia
ICD10 Diseases of the nervous system,333.8,G238,Other degenerative diseases of the basal ganglia
ICD10 Diseases of the nervous system,333.8,G230,Other degenerative diseases of the basal ganglia
ICD10 Diseases of the nervous system,333.8,G231,Other degenerative diseases of the basal ganglia
ICD10 Diseases of the nervous system,333.8,G239,Other degenerative diseases of the basal ganglia
ICD10 Diseases of the nervous system,334,G320,Degenerative disease of the spinal cord
ICD10 Diseases of the nervous system,334,G959,Degenerative disease of the spinal cord
ICD10 Diseases of the nervous system,334,G950,Degenerative disease of the spinal cord
ICD10 Diseases of the nervous system,334,G95,Degenerative disease of the spinal cord
ICD10 Diseases of the nervous system,334,G958,Degenerative disease of the spinal cord
ICD10 Diseases of the nervous system,334,G952,Degenerative disease of the spinal cord
ICD10 Diseases of the nervous system,334,G992,Degenerative disease of the spinal cord
ICD10 Diseases of the nervous system,334,G951,Degenerative disease of the spinal cord
ICD10 Diseases of the nervous system,334.1,G118,Spinocerebellar disease
ICD10 Diseases of the nervous system,334.1,G112,Spinocerebellar disease
ICD10 Diseases of the nervous system,334.1,G114,Spinocerebellar disease
ICD10 Diseases of the nervous system,334.1,G111,Spinocerebellar disease
ICD10 Diseases of the nervous system,334.1,G110,Spinocerebellar disease
ICD10 Diseases of the nervous system,334.1,G11,Spinocerebellar disease
ICD10 Diseases of the nervous system,334.1,G119,Spinocerebellar disease
ICD10 Diseases of the nervous system,334.1,G113,Spinocerebellar disease
ICD10 Diseases of the nervous system,334.2,G122,Anterior horn cell disease
ICD10 Diseases of the nervous system,334.2,G121,Anterior horn cell disease
ICD10 Diseases of the nervous system,334.2,G120,Anterior horn cell disease
ICD10 Diseases of the nervous system,334.2,G128,Anterior horn cell disease
ICD10 Diseases of the nervous system,334.2,G129,Anterior horn cell disease
ICD10 Diseases of the nervous system,335,G35,Multiple sclerosis
ICD10 Diseases of the nervous system,337,G90,Disorders of the autonomic nervous system
ICD10 Diseases of the nervous system,337,G908,Disorders of the autonomic nervous system
ICD10 Diseases of the nervous system,337,G903,Disorders of the autonomic nervous system
ICD10 Diseases of the nervous system,337,G909,Disorders of the autonomic nervous system
ICD10 Diseases of the nervous system,337,G902,Disorders of the autonomic nervous system
ICD10 Diseases of the nervous system,337.1,G900,Peripheral autonomic neuropathy
ICD10 Diseases of the nervous system,339,G443,Other headache syndromes
ICD10 Diseases of the nervous system,339,G448,Other headache syndromes
ICD10 Diseases of the nervous system,339,G444,Other headache syndromes
ICD10 Diseases of the nervous system,339,G44,Other headache syndromes
ICD10 Diseases of the nervous system,339,G441,Other headache syndromes
